id,name,email,phone,numbers,subject,contact_person,designation,user_id,pipeline_id,stage_id,sources,products,dummy,detail,country,labels,order,status,created_by,is_active,is_converted,date,created_at,updated_at,notes
2172,A.M Traders,not@gmail.com,512264046,NULL,A.M Traders,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 15:08,NULL
2173,A.N.Q Associates,not@gmail.com,514900248,NULL,A.N.Q Associates,NULL,https://anqassociates.com/,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 10:04,NULL
2174,A.R Engineering Company,not@gmail.com,3335959156,NULL,A.R Engineering Company,NULL,No Website,6,8,61,4,22,,NULL,NULL,55,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 15:19,NULL
2175,AS Cosmetics,NULL,0312 5390321,NULL,AS Cosmetics,NULL,https://ascosmetics.pk/,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2176,A1 Traders,not@gmail.com,4237360465,NULL,A1 Traders,NULL,No Website,6,8,61,4,22,,NULL,NULL,56,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 15:19,NULL
2177,A1 Traders,not@gmail.com,3315132515,NULL,A1 Traders,NULL,No Website,6,8,63,4,22,,NULL,NULL,NULL,5,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:46,NULL
2178,Al-Karam Dupatta Centre,not@gmail.com,3120557555,NULL,Al-Karam Dupatta Centre,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 15:24,NULL
2179,AA ENTERPRIZES,not@gmail.com,514259190,NULL,AA ENTERPRIZES,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 15:26,NULL
2180,AAA Traders,not@gmail.com,3644900000,NULL,AAA Traders,NULL,No Website,6,8,63,4,22,,NULL,NULL,NULL,8,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:46,NULL
2181,AAHIL INTERNATIONAL,not@gmail.com,3200250733,NULL,AAHIL INTERNATIONAL,NULL,No Website,6,8,64,,,,NULL,NULL,NULL,1,0,2,1,0,4/21/2025,4/21/2025 11:44,7/25/2025 21:05,NULL
2182,Aajiz Consultants,not@gmail.com,3210444471,NULL,Aajiz Consultants,NULL,No Website,6,8,62,4,22,,NULL,NULL,NULL,1,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:06,NULL
2183,Aamir Automobiles,not@gmail.com,3335161404,NULL,Aamir Automobiles,NULL,No Website,6,8,64,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 9:57,NULL
2184,Aamir Jewellers,not@gmail.com,514931120,NULL,Aamir Jewellers,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 16:06,NULL
2185,Aamir Naveed & Co,not@gmail.com,3338245925,NULL,Aamir Naveed & Co,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 16:09,NULL
2186,Aatika's,NULL,0332 9452100,NULL,Aatika's,NULL,https://aatikascollection.com/,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2187,Aazan Real Estate,not@gmail.com,3469998904,NULL,Aazan Real Estate,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 16:10,NULL
2188,AB Collection,not@gmail.com,3155274353,NULL,AB Collection,NULL,https://abcollection.com/,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 16:12,NULL
2189,AB Cosmetic & Jewellery,not@gmail.com,3331600324,NULL,AB Cosmetic & Jewellery,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 16:17,NULL
2190,AB Fashions,not@gmail.com,3071990695,NULL,AB Fashions,NULL,No Website,6,8,61,4,22,,NULL,NULL,56,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:26,NULL
2191,AB Trading international,not@gmail.com,3479434443,NULL,AB Trading international,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:27,NULL
2192,Abaan Traders,not@gmail.com,3435000185,NULL,Abaan Traders,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:28,NULL
2193,Abbas and Company Pvt Ltd,not@gmail.com,515125468,NULL,Abbas and Company Pvt Ltd,NULL,No Website,6,8,63,4,22,,NULL,NULL,NULL,3,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:46,NULL
2194,Abbas Hosiery Center,not@gmail.com,3105140904,NULL,Abbas Hosiery Center,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:35,NULL
2195,Abbas Mobile & Reparing Lab,not@gmail.com,3105787038,NULL,Abbas Mobile & Reparing Lab,NULL,https://abbasmobiles.com/,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:37,NULL
2196,Abbasi Brothers,not@gmail.com,3345577109,NULL,Abbasi Brothers,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:39,NULL
2197,Abbasi Enterprises,not@gmail.com,514927373,NULL,Abbasi Enterprises,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:40,NULL
2198,Abbasi Garments,not@gmail.com,3162556925,NULL,Abbasi Garments,NULL,No Website,6,8,63,4,22,,NULL,NULL,NULL,1,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:46,NULL
2199,Abbasi Super Store,not@gmail.com,3075319104,NULL,Abbasi Super Store,NULL,No Website,6,8,61,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:44,NULL
2200,Abbasi Traders,not@gmail.com,518893014,NULL,Abbasi Traders,NULL,No Website,6,8,63,4,22,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/22/2025 11:46,NULL
2201,Abd e Mustafa Gems & Jewellery,NULL,0305 7121111,NULL,Abd e Mustafa Gems & Jewellery,NULL,http://abdaymustafa.com/,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2202,Abdali Enterprises,NULL,052 4290134,NULL,Abdali Enterprises,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2203,Abdul Ahad & Brothers,NULL,051 4850503,NULL,Abdul Ahad & Brothers,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2204,Abdul Basit Traders,NULL,0335 1750066,NULL,Abdul Basit Traders,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2205,Abdul Qaddus Traders,NULL,0303 7180096,NULL,Abdul Qaddus Traders,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2206,Abdul Razaq and Brothers,NULL,0319 5908341,NULL,Abdul Razaq and Brothers,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2207,Abdul Wali Trading Co,NULL,0305 1011918,NULL,Abdul Wali Trading Co,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2208,Abdullah & Maham Enterprises (Private) Limited,NULL,051 5183772,NULL,Abdullah & Maham Enterprises (Private) Limited,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2209,Abdullah Car Cool,NULL,0334 5494456,NULL,Abdullah Car Cool,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2210,Abdullah Cosmetics,NULL,0333 5162698,NULL,Abdullah Cosmetics,NULL,No Website,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 11:44,4/21/2025 11:44,NULL
2211,GLOBAL HORIZON (PVT) LTD,ali_athar7@hotmail.com,4441215,NULL,GLOBAL HORIZON (PVT) LTD,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2212,ICHRA BEDDING STORE,shafiqee.sra@gmail.com,4884200,NULL,ICHRA BEDDING STORE,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2213,SCOUT PEST CONTROL,scout.pestcontrol2@gmail.com,051 8485102,NULL,SCOUT PEST CONTROL,NULL,https://pestcontrolislamabad.com/,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2214,HAJVAIRY TECHNOLOGIES (PVT) LTD.,info@hajvairy.com,2604811,NULL,HAJVAIRY TECHNOLOGIES (PVT) LTD.,NULL,https://www.hajvairy.com/index.html,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2215,POPULAR GAS STATION,nazirgroup@gmail.com,4434113,NULL,POPULAR GAS STATION,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2216,ISLAMABAD GAS STATION,nazirgroup@gmail.com,4434113,NULL,ISLAMABAD GAS STATION,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2217,RIZWAN FAROOQ & CO,None,4438138,NULL,RIZWAN FAROOQ & CO,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2218,SHAKARKOT TRADERS,shakarkot@gmail.com,2293354,NULL,SHAKARKOT TRADERS,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2219,CHENAB ASSOCIATES,chenab_associate@yahoo.com,2222892,NULL,CHENAB ASSOCIATES,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2220,CHENAB COMMODITIES PVT.LTD,chenabcommodities@gmail.com,2362901,NULL,CHENAB COMMODITIES PVT.LTD,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2221,SHEESHA PALACE,sheeshapalace@gmail.com,4101299,NULL,SHEESHA PALACE,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2222,SAFE WAY CNG,safewaycng@hotmail.com,2212452,NULL,SAFE WAY CNG,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2223,SAFEWAY PETROLEUM (PVT)LTD,safewaypetroleum@hotmail.com,2222714,NULL,SAFEWAY PETROLEUM (PVT)LTD,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2224,IMRAN PHARMACY,ch.imran2000@gmail.com,5583241,NULL,IMRAN PHARMACY,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
2225,HUMAK ENGINEERING (PVT) LTD,usman.ashraf@hotmail.com,4493218,NULL,HUMAK ENGINEERING (PVT) LTD,NULL,None,114,8,61,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,4/21/2025,4/21/2025 12:36,4/21/2025 12:36,NULL
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
